,Status Number,Type,Class,Name,Min JT,years,Max JT,Years,Min Fine,Max Fine,Offense,DEG,DEG_NUM
966,53a-117l,M,A,DAMAGE RAILROAD PRPRTY 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
967,53a-119b(a),M,A,USE MOTOR VEHICLE WO PRMISSION,0,Y,1,Y,$0,"$2,000",,,
968,53a-119b(b),M,A,USE VESSEL WO PERMISSION,0,Y,1,Y,$0,"$2,000",,,
969,53a-119b(c),M,A,UNAUTH DAMAGE TO MOTOR VEHICLE,0,Y,1,Y,$0,"$2,000",,,
970,53a-119b(c),M,A,TAMPERING WITH MOTOR VEHICLE,0,Y,1,Y,$0,"$2,000",,,
971,53a-125,M,A,LARCENY 4TH DEG,0,Y,1,Y,$0,"$2,000",,4TH ,4.0
972,53a-126b,M,A,CRIMINAL TROVER 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
973,53a-127,M,A,DIVERSION OF LABOR FROM STATE,0,Y,1,Y,$0,"$2,000",,,
974,53a-127a,M,A,ILL ENTRY COIN MACHINE BY KEY,0,Y,1,Y,$0,"$2,000",,,
975,53a-127f,M,A,ILL POSS OF SHOPLIFTING DEVICE,0,Y,1,Y,$0,"$2,000",,,
976,53a-128,M,A,ISSUING A BAD CHECK $500-$1000,0,Y,1,Y,$0,"$2,000",,,
977,53a-128b,M,A,FLS STMNT-PROCURE CREDIT CARD,0,Y,1,Y,$0,"$2,000",,,
978,53a-128c(a),M,A,CREDIT CARD THEFT,0,Y,1,Y,$0,"$2,000",,,
979,53a-128c(b),M,A,CREDIT CARD THEFT,0,Y,1,Y,$0,"$2,000",,,
980,53a-128c(c),M,A,ILL SALE OF CREDIT CARD,0,Y,1,Y,$0,"$2,000",,,
981,53a-128c(d),M,A,CREDIT CARD FRAUD,0,Y,1,Y,$0,"$2,000",,,
982,53a-128c(g),M,A,CREDIT CARD FRAUD,0,Y,1,Y,$0,"$2,000",,,
983,53a-128d,M,A,<$500 ON REVOKED CREDIT CARD,0,Y,1,Y,$0,"$2,000",,,
984,53a-128e,M,A,FURNISH <$500-CREDIT CRD FRAUD,0,Y,1,Y,$0,"$2,000",,,
985,53a-128g,M,A,RECEIPT FROM ILL USE CREDCARD,0,Y,1,Y,$0,"$2,000",,,
986,53a-129,M,A,MISAPPLICATION OF PROPERTY,0,Y,1,Y,$0,"$2,000",,,
987,53a-131,M,A,ILL CONCEALMENT OF WILL,0,Y,1,Y,$0,"$2,000",,,
988,53a-132,M,A,FALSE ENTRY BY OFFICER/AGENT,0,Y,1,Y,$0,"$2,000",,,
989,53a-141,M,A,CRIMINAL SIMULATION,0,Y,1,Y,$0,"$2,000",,,
990,53a-142,M,A,FORGERY OF SYMBOLS,0,Y,1,Y,$0,"$2,000",,,
991,53a-157b,M,A,FALSE STATEMENT 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
992,53a-161b,M,A,ILL DISCLOSURE OF BID PROPOSAL,0,Y,1,Y,$0,"$2,000",,,
993,53a-163,M,A,SOLICIT/ACCEPT BENEFIT-RIGGING,0,Y,1,Y,$0,"$2,000",,,
994,53a-164,M,A,PARTICIPATE IN RIGGED CONTEST,0,Y,1,Y,$0,"$2,000",,,
995,53a-167a,M,A,INTERFERE WITH OFFCR/RESISTING,0,Y,1,Y,$0,"$2,000",,,
996,53a-167b,M,A,FAILURE TO ASSIST OFFICER,0,Y,1,Y,$0,"$2,000",,,
997,53a-171,M,A,ESCAPE FROM CUSTODY,0,Y,1,Y,$0,"$2,000",,,
998,53a-171a,M,A,AIDING ESCAPE FROM HOSPITAL,0,Y,1,Y,$0,"$2,000",,,
999,53a-173,M,A,FAILURE TO APPEAR 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
1000,53a-173,M,A,FAILURE TO APPEAR 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
1001,53a-174(b),M,A,CONVEY UNAUTHORIZD LETTER-JAIL,0,Y,1,Y,$0,"$2,000",,,
1002,53a-174(c),M,A,ILL VISIT JAIL-FLS NAME/TITLE,0,Y,1,Y,$0,"$2,000",,,
1003,53a-175,M,A,RIOT 1ST DEG,0,Y,1,Y,$0,"$2,000",,1ST ,1.0
1004,53a-178,M,A,INCITING TO RIOT,0,Y,1,Y,$0,"$2,000",,,
1005,53a-180c,M,A,FALSE INCIDENT REPORT 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
1006,53a-181d,M,A,STALKING 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
1007,53a-181l,M,A,INTIMIDATE DUE TO BIAS 3RD DEG,0,Y,1,Y,$0,"$2,000",,3RD ,3.0
1008,53a-183b,M,A,INTERFERING W/AN EMERGNCY CALL,0,Y,1,Y,$0,"$2,000",,,
1009,53a-188,M,A,ILL TAMPER PRVT COMMUNICATION,0,Y,1,Y,$0,"$2,000",,,
1010,53a-192,M,A,COERCION,0,Y,1,Y,$0,"$2,000",,,
1011,53a-217d,M,A,CRIMINAL POSSESSION-BODY ARMOR,0,Y,1,Y,$0,"$2,000",,,
1012,53a-217e(c),M,A,NEGLIGENT HUNTING 2ND DEG,0,Y,1,Y,$0,"$2,000",,2ND ,2.0
1013,53a-220,M,A,INTERFERE WITH MEMORIAL PLAQUE,0,Y,1,Y,$0,"$2,000",,,
1014,53a-221,M,A,ILL POSSESS MEMORIAL PLAQUE,0,Y,1,Y,$0,"$2,000",,,
1015,53a-222,M,A,VIOLATE CONDITIONS OF RELEASE,0,Y,1,Y,$0,"$2,000",,,
1016,53a-255,M,A,COMPUTER CRIME 4TH DEG,0,Y,1,Y,$0,"$2,000",,4TH ,4.0
1017,53a-279,M,A,MONEY LAUNDERING 4TH DEG,0,Y,1,Y,$0,"$2,000",,4TH ,4.0
1018,53a-294,M,A,VENDOR FRAUD 4TH DEG,0,Y,1,Y,$0,"$2,000",,4TH ,4.0
1019,53a-323,M,A,ABUSE OF PERSONS- 3RD DEGREE,0,Y,1,Y,$0,"$2,000",,3RD ,3.0
1020,54-1i,M,A,FLS STMNT-UNCONSCIOUSNESS,0,Y,1,Y,$0,"$2,000",,,
1021,54-33d,M,U,INTERFERENCE WITH SEARCH,0,Y,1,Y,$0,"$1,000",,,
1022,54-33e,M,U,ILL DESTRUCTION OF PROPERTY,0,Y,1,Y,$0,"$1,000",,,
1023,54-102g(g),M,A,ILL REFUSAL OF DNA TESTING,0,Y,1,Y,$0,"$2,000",,,
1024,54-102k,M,A,ILL USE OF DNA DATA BANK INFO,0,Y,1,Y,$0,"$2,000",,,
1025,54-108,M,A,INTERFERE WITH ADULT PROB OFFR,0,Y,1,Y,$0,"$2,000",,,
1026,46b-38ee,M,U,KNOWINGLY VIO CIVIL UNION REQS,0,Y,1,Y,$0,$500,,,
1027,PA06-112(1),M,U,PERMIT MINOR POSS ALC (SBS),0,Y,1,Y,$0,$500,SBS,,
1028,PA06-187(60),M,A,COMPAN/HMMKR EMPLYEE FLS STMNT,0,Y,1,Y,$0,"$2,000",,,
1029,PA06-195(50),M,U,VIO LIC WHLSLR PRSCRIP DRG REQ,0,Y,1,Y,$0,"$10,000",,,
1030,PA06-25,M,A,ILL SALE OF FAKE AIR BAGS,0,Y,1,Y,$0,"$2,000",,,
1031,PA06-60(f),M,A,POS SCAN/RENCDR W/INTNT IL USE,0,Y,1,Y,$0,"$2,000",,,
1032,PA06-96(b),M,A,VIO TELE RECORD REQ-OVR 10 REC,0,Y,1,Y,$0,"$2,000",,,
1033,17b-451,M,A,FLR TO REPORT ABUSE (SBS OFF),0,Y,1,Y,$0,"$2,000",SBS OFF,,
1034,2-46,M,U,FLR COMPLY LEG INVESTIGATION,1,M,12,M,$100,"$1,000",,,
1035,4-151(e),M,U,FLR ANS SUBPOENA-CLAIMS COMMSN,1,M,12,M,$100,"$1,000",,,
1036,9-351,M,U,WILFUL DELAY IN COUNTING VOTES,6,M,12,M,$100,$500,,,
1037,9-364,M,U,INFLUENCE VOTER TO NOT VOTE,3,M,12,M,$0,$500,,,
1038,9-365,M,U,THREAT BY EMPLOYER OF VOTER,6,M,12,M,$100,$500,,,
1039,26-192e,M,U,ILL SHELLFISHING-CLOSED AREA,0,M,12,M,$0,"$1,000",,,
1040,26-235(c),M,U,IL TAKE CLAMS FROM CLOSED AREA,0,M,12,M,$75,"$1,000",,,
1041,14-215(c),M,U,ILL OPN MV UND SUSPNSN-ALCOHOL,30,D,365,D,$500,"$1,000",,,
1042,14-215(c),M,U,VIO 14-215(C)- CSTR/UTIL ZONE,30,D,365,D,"$1,000","$2,000",C,,
1043,15-156(d)(1),M,U,ILL OP BOAT WHILE LIC SUSP/REV,30,D,365,D,$500,"$1,000",,,
1044,15-156(d)(2),M,U,ILL OP BOAT WHILE LIC SUSP/REV,30,D,365,D,$500,"$1,000",,,
1045,36a-665(b),M,U,VIO DEBT ADJUST LAW (SBS OFF),30,D,365,D,$0,"$1,000",SBS OFF,,
1046,38a-622,M,U,FLS STMNT-FRATERNAL INS CNTRCT,30,D,365,D,$100,$500,,,
1047,38a-626,M,U,FLS STMNT-FRAT. BENE. MEMBER APPL,30,D,365,D,$100,$500,,,
1048,53-314,M,U,ILL OPN BUCKET SHOP (SBS OFF),60,D,365,D,$500,"$1,000",SBS OFF,,
1049,Statute Number,Typ,Cls,Name,MIN,MAX,MIN,MAX,,,,,
1050,1-240(b),M,B,FLR COMPLY WITH FOIC ORDER,0,M,6,M,$0,"$1,000",,,
1051,2-1c,M,U,CONTEMPT OF GENERAL ASSEMBLY,0,M,6,M,$0,$100,,,
1052,2-90(e),M,U,FLR RPT STATE FUNDS IRREGULRTY,0,M,6,M,$0,$100,,,
1053,4-13,M,U,FLR ANS SUBPOENA-GOV INVESTGTN,0,M,6,M,$0,$200,,,
1054,4-105,M,U,FLR ANS SUBPOENA-HOSPITAL RCRD,0,M,6,M,$0,$100,,,
1055,4-163,M,U,FRAUD IN PRESENTATION OF CLAIM,0,M,6,M,$0,$200,,,
1056,4a-64,M,U,IMP FIN INTEREST IN CONTRACT,0,M,6,M,$0,$500,,,
1057,7-53,M,U,ILL DISCL RE ADOPTED PERSON,0,M,6,M,$0,$500,,,
1058,7-69,M,U,MOVE DEAD BODY WITHOUT PERMIT,0,M,6,M,$0,$500,,,
1059,7-424,M,U,VIO MUNI EMP MERIT SYSTEM REQS,0,M,6,M,$50,"$1,000",,,
1060,8-43,M,U,FLR ANS SUBPOENA-MUNI HSG AUTH,0,M,6,M,$0,$500,,,
1061,8-46,M,U,FALSE STMNT-ELIGIBILITY REQS,0,M,6,M,$0,$500,,,
1062,8-72,M,U,FALSE STMNT-FAMILY INCOME,0,M,6,M,$0,$500,,,
1063,8-116a,M,U,FALSE STMNT-ELDERLY INCOME,0,M,6,M,$0,$500,,,
1064,10-153e,M,U,INTFR WITH LABOR RELATIONS BRD,0,M,6,M,$0,$500,,,
1065,10-217,M,U,VIO SCHL HEALTH/SANITATION REQ,0,M,6,M,$0,$500,,,
1066,10a-212,M,U,FLS STMNT-OBTAIN STUDENT LOAN,0,M,6,M,$0,$200,,,
1067,12-135,M,U,FLR TIMELY DELIVER RATE BILLS,0,M,6,M,$0,$200,,,
1068,13b-103(e),M,B,IL OP LVRY WO PRMT OR TO INJUR,0,M,6,M,$0,"$1,000",,,
1069,13b-200,M,U,INT DOT EMPLOYEE EXAMINING RRS,0,M,6,M,$0,$200,,,
1070,14-52(a),M,B,ILL OPN MV RPR BUSINESS WO LIC,0,M,6,M,$0,"$1,000",,,
1071,14-65(a),M,B,ILL AUCTION MV WITHOUT PERMIT,0,M,6,M,$0,"$1,000",,,
1072,14-164a,M,U,VIO MOTOR VEH RACING REQS,0,M,6,M,$0,$200,,,
1073,14-198,M,U,FALSE REPORT-THEFT OF MTR VEH,0,M,6,M,$0,$500,,,
1074,14-222a,M,U,NEGLIGENT HOMICIDE-MOTOR VEH,0,M,6,M,$0,"$1,000",,,
1075,14-222a,M,U,VIO 14-222A IN CNSTR/UTIL ZONE,0,M,6,M,$0,"$2,000",,,
1076,14-225,M,U,EVADING RESPONSIBILITY NON-MV,0,M,6,M,$0,$500,,,
1077,14-225,M,U,VIO 14-225 IN CONSTR/UTIL ZONE,0,M,6,M,$0,"$1,000",,,
1078,14-227a,M,U,ILL OPN MV UNDER INFL ALC/DRUG,0,M,6,M,$500,"$1,000",,,
1079,14-227a,M,U,VIO 14-227A IN CONSTR/UTL ZONE,0,M,6,M,"$1,000","$2,000",,,
1080,14-227g,M,U,DUI- .02 BAC AND UNDER 21 YRS,0,M,6,M,$500,"$1,000",,,
1081,14-319,M,U,ILL REFUSE GAS LIC (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1082,14-320,M,U,OPN GAS STAT WO PRMT (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1083,14-321,M,U,OPN GAS STAT WO PRMT (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1084,14-325a,M,U,FLR PROVIDE FREE AIR (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1085,14-326,M,U,ILL SALE SUBSTD GAS (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1086,14-330,M,U,FLR DISCL GAS SOURCE (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1087,14-332a,M,U,ILL GAS SURCHARGE (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1088,14-386a(3),M,U,OPN UNDER INFLUENCE-SNOWMOBILE,0,M,6,M,$500,"$1,000",,,
1089,15-11a,M,U,FLR REMOVE SUNKEN VESSEL,0,M,6,M,$0,$500,,,
1090,15-133,M,U,OPERATING VESSEL UND INFL ALC/DRUG,0,M,6,M,$500,"$1,000",,,
1091,15-140k(a)(1),M,U,RECKLSS BOAT 1ST DEG-DEATH/INJ,0,M,6,M,$100,"$1,000",,1ST ,1.0
1092,15-140k(a)(2),M,U,RECKLSS BOAT 1ST DEG-DMG>$1000,0,M,6,M,$100,"$1,000",,1ST ,1.0
1093,15-140n,M,U,BOATING UND INFLUENCE 2ND DEG,0,M,6,M,$500,"$1,000",,2ND ,2.0
1094,16-7,M,U,OBSTRUCT DPUC PERSONNEL,0,M,6,M,$0,$200,,,
1095,17a-227(e),M,U,VIO RESIDENTIAL FACILITY REQS,0,M,6,M,$0,"$1,000",,,
1096,17b-103,M,B,VENDOR REFUSE REFUND >$250,0,M,6,M,$0,"$1,000",,,
1097,17b-127,M,B,TOWN ASSISTANCE FRAUD >$250,0,M,6,M,$0,"$1,000",,,
1098,18-88,M,U,ILL SALE OF DOC INMATE PRODUCT,0,M,6,M,$100,"$5,000",,,
1099,19a-262,M,U,FLR REPORT TUBERCULOSIS CASE,0,M,6,M,$5,$50,,,
1100,19a-264,M,U,FLS STMNT-TUBERCULOSIS REPORT,0,M,6,M,$5,$50,,,
1101,19a-314,M,U,VIO CEMETERY/BURIAL VAULT REQS,0,M,6,M,$0,$500,,,
1102,19a-505,M,U,OPN MATERNITY HOSPITAL WO LIC,0,M,6,M,$0,$200,,,
1103,19a-506,M,U,OPN MATERNITY HOME WO LIC,0,M,6,M,$0,$200,,,
1104,19a-518,M,U,VIO NURSING HOME ADMINSTR REQS,0,M,6,M,$0,$500,,,
1105,19a-531,M,B,ILL DISCL NURSING HOME INSPECT,0,M,6,M,$0,"$1,000",,,
1106,20-160,M,U,DECEPTIVE OWNERSHIP OPTICAL EST,0,M,6,M,$0,$200,,,
1107,20-206(b),M,U,PRACTICE VETERINARY MED WO LIC,0,M,6,M,$0,$300,,,
1108,20-324,M,U,FLS STMNT TO REAL ESTATE COMM,0,M,6,M,$0,$500,,,
1109,20-324k,M,U,FLR BROKER TO KEEP ESCROW ACCT,0,M,6,M,$0,"$1,000",,,
1110,20-325,M,U,OPN UNLIC REAL ESTATE BUSINESS,0,M,6,M,$0,"$1,000",,,
1111,20-427(b),M,B,VIO HOME IMPROVE CONTRACT REQS,0,M,6,M,$0,"$1,000",,,
1112,20-427(b),M,B,FLR PAY REFUND-JOB < $10000,0,M,6,M,$0,"$1,000",,,
1113,20-522,M,U,FLS STATEMENT-REAL ESTATE APPR,0,M,6,M,$0,$500,,,
1114,20-523(a),M,U,VIO REAL ESTATE APPRAISER REQS,0,M,6,M,$0,"$1,000",,,
1115,20-523(b),M,U,ILL ACT REAL ESTATE APPRAISER,0,M,6,M,$0,"$1,000",,,
1116,20-557(d),M,B,VIO ATHLETE AGENT REQS,0,M,6,M,$0,"$1,000",,,
1117,20-559n,M,B,VIO UNIFORM ATHLETE AGENTS ACT,0,M,6,M,$0,"$1,000",,,
1118,21-7,M,U,VENEREAL DISEASE EXHBT WO PRMT,0,M,6,M,$0,$500,,,
1119,21a-12,M,U,ILL SALE UNAPPROVED CHIMNEY CLEANER,0,M,6,M,$0,$500,,,
1120,21a-24,M,U,VIO HONEY SALES REQS,0,M,6,M,$0,$500,,,
1121,21a-32,M,U,VIO WOOD ALCOHOL SALES REQS,0,M,6,M,$0,$500,,,
1122,21a-33,M,U,VIO ADULTERATED LIQUOR REQS,0,M,6,M,$0,"$1,000",,,
1123,21a-45,M,U,VIO VENDING MACHINE REQS,0,M,6,M,$0,$500,,,
1124,21a-59,M,U,VIO FROZEN DESSERT REQS,0,M,6,M,$0,$500,,,
1125,21a-70,M,U,VIO WHOLESALE DRUG SALES REGS,0,M,6,M,$0,$500,,,
1126,21a-72,M,U,VIO DISINFECTED TOYS REQS,0,M,6,M,$0,$500,,,
1127,21a-93,M,U,VIO UNIFORM DRUG/COSMETIC ACT,0,M,6,M,$0,$500,,,
1128,21a-154,M,U,VIO BAKERY REGS (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1129,22-323a,M,U,VIO INTENSIVE POULTRY REGS,0,M,6,M,$250,"$1,000",,,
1130,22-351,M,U,IL THEFT/KILL/INJR COMP ANIMAL,0,M,6,M,$0,"$1,000",,,
1131,22-364(b),M,U,PERMIT VICIOUS DOG TO ROAM,0,M,6,M,$0,"$1,000",,,
1132,22a-44(c),M,U,VIO DEP INLAND WETLAND REGS,0,M,6,M,$0,"$1,000",,,
1133,22a-175(b),M,U,FLS STMNT-AIR POLLUTE CONTROLS,0,M,6,M,$0,"$10,000",,,
1134,22a-354s,M,U,VIO AQUIFER PROTECTION REQS,0,M,6,M,$0,"$1,000",,,
1135,22a-469,M,U,FLS STMNT-PCB SALE/DISPOSITION,0,M,6,M,$0,"$10,000",,,
1136,23-48,M,U,OPEN FIRE KINDLING WO PERMIT,0,M,6,M,$0,$200,,,
1137,23-49a,M,U,OPEN AIR BURNING WO PERMIT,0,M,6,M,$0,$200,,,
1138,23-50,M,U,VIO GOV FOREST CLOSURE ORDER,0,M,6,M,$5,$100,,,
1139,23-65(c),M,U,ILL ADVERTISEMENT DISTRIBUTION,0,M,6,M,$0,$50,,,
1140,25-39,M,U,ILL INJURY TO WATER QUALITY,0,M,6,M,$0,$500,,,
1141,25-45,M,U,VIO LOCAL RESERVOIR ORDINANCES,0,M,6,M,$0,$50,,,
1142,26-40f,M,U,VIO ENDANGERED SPECIES REQS,0,M,6,M,$0,"$1,000",,,
1143,26-82,M,U,VIO DEER KILLING REGS,1,M,6,M,$200,$500,,,
1144,26-85,M,U,ILL DEER JACKLIGHTING,1,M,6,M,$200,$500,,,
1145,26-86a,M,U,ILL DEER KILLING WO PERMIT,1,M,6,M,$200,$500,,,
1146,26-167,M,U,THEFT OF FISH/LOBSTER/EQPMENT,0,M,6,M,$0,$200,,,
1147,26-192e,M,U,ILL DEFACE/REMOVE DOAGCP SIGN,0,M,6,M,$0,$500,,,
1148,26-212,M,U,ILL TAKE SHELLFISH-UNLIC BOAT,0,M,6,M,$0,$500,,,
1149,26-224,M,U,ILL DEPOSIT INJURIOUS SUBSTANCE,0,M,6,M,$0,$200,,,
1150,26-226,M,U,ILL DMG OYSTER ENCL (SBS OFF),0,M,6,M,$0,$150,SBS OFF,,
1151,26-235(d),M,U,IL DEFACE/REMOVE DOAGCP SIGN,0,M,6,M,$0,$500,,,
1152,26-237,M,U,VIO STATE SHELLFISHERY REQS,0,M,6,M,$0,$500,,,
1153,26-244,M,U,IMP REDESIGNATE OYSTER GROUNDS,0,M,6,M,$0,$300,,,
1154,26-311,M,U,ILL TAKING ENDANGERED SPECIES,0,M,6,M,$0,"$1,000",,,
1155,27-43,M,U,ILL DAMAGE MILITARY PROPERTY,0,M,6,M,$0,$200,,,
1156,27-102,M,U,FLR PRIVATE MIL FRCE FILE DOCS,0,M,6,M,$0,$500,,,
1157,29-9,M,U,BRIBERY OF POLICE OFFICER,0,M,6,M,$0,$100,,,
1158,29-37j(b),M,B,SOLICIT PURCHASE OF 1 FIREARM,0,M,6,M,$0,"$1,000",,,
1159,29-128a,M,U,ILL SHOWING X-RATED PREVIEW,0,M,6,M,$0,$250,,,
1160,29-128f,M,B,ILL USE OF RECORDING DEVICE,0,M,6,M,$0,"$1,000",,,
1161,29-142,M,U,VIO AMUSEMENT/EXHIBITION REQS,0,M,6,M,$0,$500,,,
1162,29-254a,M,U,VIO STATE BUILDING CODE,0,M,6,M,$200,"$1,000",,,
1163,29-292,M,U,VIO FIRE SAFETY CODE,0,M,6,M,$200,"$1,000",,,
1164,29-293,M,U,VIO FIRE SAFETY CODE,0,M,6,M,$200,"$1,000",,,
1165,29-295,M,U,VIOLATION OF FIRE SAFETY CODE,0,M,6,M,$200,"$1,000",,,
1166,29-306,M,U,FAILURE TO ABATE FIRE HAZARD,0,M,6,M,$200,"$1,000",,,
1167,29-306,M,U,FLR OBEY ORDER TO VACATE BLDG,1,M,6,M,$200,"$1,000",,,
1168,29-313(c),M,U,IMP CHEMICAL FIRE EXTINGUISHER,0,M,6,M,$200,"$1,000",,,
1169,29-314,M,U,ILL SALE UNTESTED FIRE EXTNGSH,0,M,6,M,$200,"$1,000",,,
1170,29-317,M,U,VIO OIL BURNER INSTALL REGS,0,M,6,M,$0,$100,,,
1171,29-319,M,U,VIO FUEL EMERGENCY REQS,0,M,6,M,$0,"$1,000",,,
1172,29-320,M,U,VIO FLAM/COMBUST LIQUID REGS,0,M,6,M,$0,$500,,,
1173,29-322(a),M,U,OPN UNINSPECTED FLAM LIQ VEH,0,M,6,M,$0,$500,,,
1174,29-322(b),M,U,FLR RPT FLAM LIQ LEAK FROM VEH,0,M,6,M,$0,$500,,,
1175,29-329,M,U,VIO GAS EQUIPMENT/PIPING REGS,0,M,6,M,$0,$100,,,
1176,29-331,M,U,VIO LIQUIFIED PET/NAT GAS REGS,0,M,6,M,$0,$500,,,
1177,29-332(a),M,U,OPN UNINSPECTED NAT GAS VEH,0,M,6,M,$0,$500,,,
1178,29-332(b),M,U,FLR REPORT LIQ NAT GAS LEAK,0,M,6,M,$0,$500,,,
1179,29-337,M,U,VIO HAZARDOUS CHM RG (SBS OFF),0,M,6,M,"$1,000","$2,000",SBS OFF,,
1180,29-337,M,U,VIO HAZ CHEM REG-MV (SBS OFF),0,M,6,M,"$1,000","$2,000",SBS OFF,,
1181,29-339,M,U,VIO HZ CHEM TRPRT RG (SBS OFF),0,M,6,M,"$1,000","$2,000",SBS OFF,,
1182,29-344,M,U,FLR RPT STORAGE OF EXPLOSIVES,0,M,6,M,$0,"$1,000",,,
1183,29-345,M,U,FLR RECORD EXPLOSIVES TRANSACTION,0,M,6,M,$0,"$1,000",,,
1184,29-346,M,U,FLR REPORT POSS OF EXPLOSIVES,0,M,6,M,$0,"$1,000",,,
1185,29-351,M,U,ILL TRANSPORT EXPLOSIVES,0,M,6,M,$0,"$1,000",,,
1186,29-390,M,U,FLR PROVIDE 2 MEANS OF EGRESS,0,M,6,M,$0,$500,,,
1187,29-394,M,U,FLR COMPLY BUILDING INSPTR ORD,0,M,6,M,$0,$500,,,
1188,31-69(b),M,U,FLR PAY REQD WAGE $500-$1000,0,M,6,M,"$1,000","$2,000",,,
1189,31-71g,M,U,VIO WAGE PYMNT REQ $500-$1000,0,M,6,M,$500,"$1,000",,,
1190,31-73,M,U,ILL WAGE KICKBACK (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1191,31-90,M,U,ILL PREVENT WORKER FROM UNION,0,M,6,M,$0,$200,,,
1192,31-111,M,U,OBSTRUCT LABOR RELATIONS BOARD,0,M,6,M,$0,$500,,,
1193,31-120,M,U,ILL PICKETING OF RESIDENCE,0,M,6,M,$0,$200,,,
1194,31-246,M,U,FLR ANS SUBPOENA-UNEMPLOY COMP,0,M,6,M,$0,$200,,,
1195,31-254,M,U,FLR MAINTAIN PROPER EMPL. RECORDS,0,M,6,M,$0,$200,,,
1196,31-273(h),M,U,VIO UNEMPLOYMENT COMP REQS,0,M,6,M,$0,$200,,,
1197,31-382(e),M,U,VIO HEALTH/SAFETY STD ORDER,0,M,6,M,$0,"$10,000",,,
1198,31-382(f),M,U,ILL GIVE NOTICE OF SAFETY INSPECTION,0,M,6,M,$0,"$1,000",,,
1199,31-382(g),M,U,FLS STMNT-HEALTH/SAFETY DOC,0,M,6,M,$0,"$10,000",,,
1200,31-382(i),M,U,ILL REFUSE ENTRY TO SAFETY INSPECTOR,0,M,6,M,$0,"$1,000",,,
1201,36a-546,M,U,VIO SALES FINANCE COMPANY LAW,0,M,6,M,$0,$500,,,
1202,36a-699,M,U,VIO CNSMR CREDIT RPT (SBS OFF),0,M,6,M,$0,"$1,000",SBS OFF,,
1203,36a-810,M,U,VIO CONSUMER COLLECT AGENCY RG,0,M,6,M,$0,$500,,,
1204,37-4,M,U,UNAUTH LOAN AT >12% INTEREST,0,M,6,M,$0,"$1,000",,,
1205,37-5,M,U,ACCEPT NOTE FOR MORE THAN LOAN,0,M,6,M,$0,"$1,000",,,
1206,37-6,M,U,ILL CHARGE OF BORROWER EXPENSE,0,M,6,M,$0,"$1,000",,,
1207,38a-703,M,U,ILL SOLICIT INSURANCE BUSINESS,0,M,6,M,$0,$100,,,
1208,38a-735,M,U,UNLIC CERTIFIED INS CONSULTANT,0,M,6,M,$50,$500,,,
1209,38a-772,M,U,FALSE STATEMENT-INS LIC APPL,0,M,6,M,$0,$500,,,
1210,38a-773,M,U,IMPERSONATION IN TAKING EXAM,0,M,6,M,$0,$500,,,
1211,38a-777,M,U,ILL ACTS BY INSURANCE LICENSEE,0,M,6,M,$0,$500,,,
1212,42-125c,M,U,PARTICIPATE IN DISCRIM BOYCOTT,0,M,6,M,$0,"$50,000",,,
1213,42-133hh,M,U,IL DISCL CARD INFO ON RECEIPT-SBS OFF,0,M,6,M,$0,"$1,000",,,
1214,42-146,M,U,FLR ANS SUBPOENA-CONSUMER PROT,0,M,6,M,$0,$200,,,
1215,42-470,M,U,IL DISCLOSURE OF SSN (SBS OFF),0,M,6,M,$0,"$1,000",SBS OFF,,
1216,43-20,M,U,VIO BULK GRAIN WEIGHING REQS,0,M,6,M,$0,$200,,,
1217,43-21,M,U,FLR SEAL WEIGHED BLK GRN CNTNR,0,M,6,M,$0,$200,,,
1218,43-28,M,U,VIO COAL/COKE WEIGHING REQS,0,M,6,M,$0,$200,,,
1219,45a-754,M,U,ILL DISCL PARENTAL TERM. RECORDS,0,M,6,M,$0,$500,,,
1220,46b-121,M,U,CRIM CONTMPT-JUV MTRS SUBPOENA,0,M,6,M,$0,$100,,,
1221,46b-129(n),M,U,CRIM CNTMPT-FAILURE TO SRNDR CHILD,0,M,6,M,$0,$500,,,
1222,47-106,M,U,FLS STMNT-REAL ESTATE COMM,0,M,6,M,$0,$500,,,
1223,47a-51,M,U,VIO HSNG SANITARY/REPAIR REGS,0,M,6,M,$0,"$1,000",,,
1224,51-33,M,U,CONTEMPT OF COURT,0,M,6,M,$0,$100,,,
1225,51-33a,M,U,CRIMINAL CONTEMPT OF COURT,0,M,6,M,$0,$500,,,
